Id,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
1951,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1952,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1953,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1954,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1955,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1956,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080,302,Found,9,4648,0
1957,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080/api,302,Found,8,4651,0
1958,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2,500,Internal Server Error,6,252,266
1959,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers,200,OK,46,214,14984
1960,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1961,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:09 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1962,Mon Dec 30 07:30:09 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1963,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
1964,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1965,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1966,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1967,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,12,213,1721
1968,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,14,213,1721
1969,Mon Dec 30 07:30:10 IST 2019,Mon Dec 30 07:30:10 IST 2019,GET,http://mannar-test.localcb.in:8080/api/v2/customers/cbdemo_3Nl97QqRdXm1GwlC,200,OK,13,213,1721
